ensembl_gene_id	gene_biotype	external_gene_name	percentage_gene_gc_content
ENSMUSG00000105728	TEC	Gm42819	44.54
ENSMUSG00000105729	TEC	5330425B07Rik	45.96
ENSMUSG00000105730	lincRNA	Gm43838	46.28
ENSMUSG00000105731	sense_intronic	Gm43063	44.4
ENSMUSG00000105732	unprocessed_pseudogene	Sult1c2-ps1	42.78
ENSMUSG00000105733	TEC	Gm42973	41.69
ENSMUSG00000105734	protein_coding	4930558C23Rik	40.85
ENSMUSG00000105735	TEC	4933415J04Rik	56.34
ENSMUSG00000105736	lincRNA	Gm42456	47.3
ENSMUSG00000105737	processed_pseudogene	Gm6105	39.9
ENSMUSG00000105738	miRNA	Mir6384	52.46
ENSMUSG00000105739	processed_pseudogene	Gm5708	44.58
ENSMUSG00000105740	TEC	Gm42685	37.07
ENSMUSG00000105741	TEC	C79130	39.59
ENSMUSG00000105742	TEC	Gm42748	48.36
ENSMUSG00000105743	miRNA	Mir1949	50
ENSMUSG00000105744	processed_pseudogene	Gm43141	47.45
ENSMUSG00000105745	TEC	Gm42521	46.52
ENSMUSG00000105746	unprocessed_pseudogene	Gm43595	45.1
ENSMUSG00000105747	IG_V_pseudogene	Igkv13-64	37.8
ENSMUSG00000105748	TEC	Gm43088	46.14
ENSMUSG00000105749	processed_pseudogene	Gm9251	40.45
ENSMUSG00000105750	TEC	Gm43130	37.88
ENSMUSG00000105751	processed_pseudogene	Gm43724	47.79
ENSMUSG00000105752	IG_V_pseudogene	Igkv13-82	37.55
ENSMUSG00000105753	sense_intronic	Gm43847	46.08
ENSMUSG00000105754	snoRNA	Gm23604	51.09
ENSMUSG00000105755	sense_intronic	Gm43514	55.42
ENSMUSG00000105756	miRNA	Gm44467	56.67
ENSMUSG00000105757	IG_V_pseudogene	Ighv1-83	50.23
ENSMUSG00000105758	miRNA	Mirlet7e	62.37
ENSMUSG00000105759	antisense	Gm42425	51.69
ENSMUSG00000105760	TEC	Gm43211	41.6
ENSMUSG00000105761	TEC	Gm43787	43.3
ENSMUSG00000105762	TEC	Gm43605	36.34
ENSMUSG00000105763	processed_pseudogene	Gm19088	45.58
ENSMUSG00000105764	processed_pseudogene	Gm42859	50.26
ENSMUSG00000105765	lincRNA	4930539C22Rik	37.74
ENSMUSG00000105766	TEC	Gm19666	39.25
ENSMUSG00000105767	lincRNA	Gm43607	42.91
ENSMUSG00000105768	miRNA	Gm44495	59.04
ENSMUSG00000105769	lincRNA	Gm43351	40.73
ENSMUSG00000105770	miRNA	Mir664	40.58
ENSMUSG00000105771	TEC	2900064K03Rik	36.81
ENSMUSG00000105772	TEC	Gm42496	45.02
ENSMUSG00000105773	antisense	4930563F08Rik	43.8
ENSMUSG00000105774	TEC	Gm43006	44.13
ENSMUSG00000105775	processed_pseudogene	Gm10290	54.15
ENSMUSG00000105776	TEC	Gm43292	44.18
ENSMUSG00000105777	lincRNA	Gm43049	36.8
ENSMUSG00000105778	miRNA	Mir7229	49.06
ENSMUSG00000105779	processed_pseudogene	Gm6439	49.88
ENSMUSG00000105780	snoRNA	Snord80	36.36
ENSMUSG00000105781	IG_V_pseudogene	Igkv8-31	40.83
ENSMUSG00000105782	TEC	Gm42955	42.94
ENSMUSG00000105783	miRNA	Mir669a-12	35.63
ENSMUSG00000105784	antisense	Gm35065	51.54
ENSMUSG00000105785	processed_pseudogene	Gm42526	39.44
ENSMUSG00000105786	processed_pseudogene	Gm18957	45.39
ENSMUSG00000105787	processed_pseudogene	Gm8099	52.16
ENSMUSG00000105788	miRNA	Gm47295	56.96
ENSMUSG00000105789	lincRNA	Gm42997	43.18
ENSMUSG00000105790	miRNA	Gm24105	57.69
ENSMUSG00000105791	TEC	Gm43341	35.17
ENSMUSG00000105792	processed_pseudogene	Gm17887	45.89
ENSMUSG00000105793	processed_pseudogene	Gm17956	46.06
ENSMUSG00000105794	processed_pseudogene	Gm43516	45.03
ENSMUSG00000105795	antisense	Gm3970	49.75
ENSMUSG00000105796	processed_pseudogene	Gm42845	40.95
ENSMUSG00000105797	lincRNA	Gm5149	42.2
ENSMUSG00000105798	processed_pseudogene	Gm18982	41.78
ENSMUSG00000105799	miRNA	Mir126b	39.66
ENSMUSG00000105800	unprocessed_pseudogene	Gm18985	40.07
ENSMUSG00000105801	TEC	C430019N01Rik	38.35
ENSMUSG00000105802	TEC	Gm43012	47.92
ENSMUSG00000105803	TEC	Gm43526	42.17
ENSMUSG00000105804	TEC	Gm43654	43.75
ENSMUSG00000105805	miRNA	Gm44498	63.06
ENSMUSG00000105806	processed_pseudogene	Gm43345	38.66
ENSMUSG00000105807	processed_pseudogene	Gm42622	41.69
ENSMUSG00000105808	processed_pseudogene	Gm42627	68.75
ENSMUSG00000105809	lincRNA	Gm42626	40.89
ENSMUSG00000105810	TEC	Gm43435	41.03
ENSMUSG00000105811	lincRNA	Gm42707	40.57
ENSMUSG00000105813	TEC	Gm42928	57.29
ENSMUSG00000105814	miRNA	Mir703	31.19
ENSMUSG00000105815	TEC	Gm43541	40.45
ENSMUSG00000105816	processed_transcript	D030025E07Rik	39.97
ENSMUSG00000105817	IG_V_pseudogene	Igkv15-97	44.44
ENSMUSG00000105818	sense_intronic	Gm43256	37.17
ENSMUSG00000105819	processed_pseudogene	Gm42579	49.59
ENSMUSG00000105820	antisense	Gm43400	42.72
ENSMUSG00000105821	miRNA	Gm44465	33.33
ENSMUSG00000105822	TEC	Gm42969	40.87
ENSMUSG00000105823	TR_V_pseudogene	Trdv3	36.25
ENSMUSG00000105824	sense_intronic	Gm43466	37.03
ENSMUSG00000105825	miRNA	Gm44489	40.21
ENSMUSG00000105826	TEC	Gm42141	48.02
ENSMUSG00000105827	protein_coding	H2bc18	55.38
ENSMUSG00000105828	TEC	Gm43048	45.62
ENSMUSG00000105829	processed_pseudogene	Gm43669	52.98
ENSMUSG00000105830	TR_J_gene	Trgj2	45
ENSMUSG00000105831	TEC	Gm43184	56.09
ENSMUSG00000105832	processed_pseudogene	Gm43841	34.64
ENSMUSG00000105833	processed_pseudogene	Gm4751	50.95
ENSMUSG00000105834	antisense	4930592C13Rik	39.89
ENSMUSG00000105835	protein_coding	Gm43552	44.74
ENSMUSG00000105836	processed_pseudogene	Gm17954	40.03
ENSMUSG00000105837	antisense	Gm35986	45.31
ENSMUSG00000105838	lincRNA	4930425O10Rik	42.33
ENSMUSG00000105839	miRNA	Gm44456	55.06
ENSMUSG00000105840	processed_pseudogene	Gm6073	46.14
ENSMUSG00000105841	miRNA	Mir3960	82.19
ENSMUSG00000105842	sense_intronic	Gm43329	37.87
ENSMUSG00000105843	TEC	Gm19439	50.77
ENSMUSG00000105844	snoRNA	Gm24350	48.48
ENSMUSG00000105845	lincRNA	Gm42808	55.46
ENSMUSG00000105846	sense_intronic	Gm43258	33.49
ENSMUSG00000105847	miRNA	Mir7650	37.29
ENSMUSG00000105848	TEC	Gm42683	40.55
ENSMUSG00000105849	miRNA	Mir409	51.9
ENSMUSG00000105850	lincRNA	Gm2861	41.8
ENSMUSG00000105851	lincRNA	9130604C24Rik	52.82
ENSMUSG00000105852	processed_transcript	Gm42890	44.32
ENSMUSG00000105853	miRNA	Mir376b	36.59
ENSMUSG00000105854	processed_pseudogene	Gm8925	48.62
ENSMUSG00000105855	antisense	Gm42681	41.34
ENSMUSG00000105856	antisense	Gm43732	35.25
ENSMUSG00000105857	antisense	Gm42817	47.2
ENSMUSG00000105858	lincRNA	2310074N15Rik	50.86
ENSMUSG00000105859	processed_pseudogene	Gm19185	44.01
ENSMUSG00000105860	processed_pseudogene	Gm42578	41.75
ENSMUSG00000105861	TEC	Gm43508	39.55
ENSMUSG00000105862	IG_V_pseudogene	Igkv3-12-1	43
ENSMUSG00000105863	snoRNA	Gm25617	50
ENSMUSG00000105864	sense_intronic	Gm10484	38.08
ENSMUSG00000105865	processed_pseudogene	Gm34144	51.74
ENSMUSG00000105866	processed_pseudogene	Gm6745	53.04
ENSMUSG00000105867	protein_coding	Gm42517	66.38
ENSMUSG00000105868	TEC	Gm43766	42.22
ENSMUSG00000105869	processed_pseudogene	Gm9408	43.26
ENSMUSG00000105870	TEC	7330423F06Rik	38.87
ENSMUSG00000105871	TEC	Gm43147	47.6
ENSMUSG00000105872	unprocessed_pseudogene	Gm9515	48.79
ENSMUSG00000105873	TEC	Gm43708	37.67
ENSMUSG00000105874	miRNA	Gm44344	64.34
ENSMUSG00000105875	protein_coding	Gm43518	45.38
ENSMUSG00000105876	processed_transcript	Gm43572	45.89
ENSMUSG00000105877	TEC	Gm42479	33.11
ENSMUSG00000105878	miRNA	Gm44330	52.45
ENSMUSG00000105879	processed_pseudogene	Gm6204	56.02
ENSMUSG00000105880	lincRNA	Gm43678	43.12
ENSMUSG00000105881	lincRNA	4932422M17Rik	47.44
ENSMUSG00000105882	TEC	Gm42905	32.22
ENSMUSG00000105883	IG_V_pseudogene	Igkv4-65	43.53
ENSMUSG00000105884	snoRNA	Gm22711	66.67
ENSMUSG00000105885	unprocessed_pseudogene	Sult1c2-ps2	45.48
ENSMUSG00000105886	scaRNA	Gm22813	50
ENSMUSG00000105887	TR_V_pseudogene	Trav5d-3	45.93
ENSMUSG00000105888	lincRNA	BC037156	36.31
ENSMUSG00000105889	processed_pseudogene	Gm42776	43.35
ENSMUSG00000105890	TEC	Gm42780	46.87
ENSMUSG00000105891	lincRNA	A230001M10Rik	42.96
ENSMUSG00000105892	processed_pseudogene	Gm35013	48.08
ENSMUSG00000105893	processed_pseudogene	Wdr46-ps	49.53
ENSMUSG00000105894	TEC	Gm42710	46.29
ENSMUSG00000105895	sense_intronic	Gm42829	46.54
ENSMUSG00000105896	TEC	Gm43311	42.36
ENSMUSG00000105897	unprocessed_pseudogene	Gm7646	37.34
ENSMUSG00000105898	unprocessed_pseudogene	Obox4-ps32	44.86
ENSMUSG00000105899	miRNA	Gm44383	53.49
ENSMUSG00000105900	antisense	Gm43240	38.7
ENSMUSG00000105901	processed_pseudogene	Gm7291	65.18
ENSMUSG00000105902	miRNA	Gm49348	57.82
ENSMUSG00000105903	lincRNA	1700014F14Rik	38.14
ENSMUSG00000105904	miRNA	Mir24-1	51.47
ENSMUSG00000105905	processed_pseudogene	Gm7709	41.5
ENSMUSG00000105906	IG_C_gene	Iglc1	49.78
ENSMUSG00000105907	lincRNA	Gm34333	45.01
ENSMUSG00000105908	miRNA	Mir6920	45.07
ENSMUSG00000105909	sense_intronic	Gm43189	39.88
ENSMUSG00000105910	antisense	Gm43539	50.56
ENSMUSG00000105911	snoRNA	Snora16a	47.45
ENSMUSG00000105912	lincRNA	Gm10440	40.42
ENSMUSG00000105913	miRNA	Mir5121	52.7
ENSMUSG00000105914	processed_pseudogene	Gm19243	46.66
ENSMUSG00000105915	IG_V_pseudogene	Igkv12-42	44.89
ENSMUSG00000105916	processed_pseudogene	Gm42453	47.43
ENSMUSG00000105917	lincRNA	Gm43612	38.35
ENSMUSG00000105918	miRNA	Gm47278	50.55
ENSMUSG00000105919	processed_pseudogene	Gm7166	44.88
ENSMUSG00000105920	processed_pseudogene	Gm5408	55.29
ENSMUSG00000105921	processed_pseudogene	Mark4-ps	48.44
ENSMUSG00000105922	TEC	Gm42769	36.05
ENSMUSG00000105923	lincRNA	A830019L24Rik	40
ENSMUSG00000105924	miRNA	Gm44359	66.67
ENSMUSG00000105925	sense_intronic	Gm43846	42.38
ENSMUSG00000105926	TEC	Gm43386	43.19
ENSMUSG00000105927	miRNA	Gm44457	43.42
ENSMUSG00000105928	processed_pseudogene	Gm9256	46.34
ENSMUSG00000105929	TEC	Gm43693	45.88
ENSMUSG00000105930	processed_pseudogene	Gm17889	48.66
ENSMUSG00000105931	TEC	Gm43014	38.72
ENSMUSG00000105932	miRNA	Mir6925	48.57
ENSMUSG00000105933	sense_intronic	Gm43260	35.23
ENSMUSG00000105934	processed_pseudogene	Gm43575	44.57
ENSMUSG00000105935	TEC	Gm43628	46.34
ENSMUSG00000105936	TEC	Gm43544	38.47
ENSMUSG00000105937	processed_pseudogene	Gm43602	37
ENSMUSG00000105938	processed_pseudogene	Gm33866	49.13
ENSMUSG00000105939	TEC	Gm43322	34.93
ENSMUSG00000105940	TEC	Gm42635	33.96
ENSMUSG00000105941	antisense	Gm42809	58.52
ENSMUSG00000105942	TEC	Gm43175	40.5
ENSMUSG00000105943	processed_pseudogene	Gm2965	50.15
ENSMUSG00000105944	processed_pseudogene	Gm5075	57.4
ENSMUSG00000105945	antisense	Gm43570	47.32
ENSMUSG00000105946	TEC	Gm43776	44.72
ENSMUSG00000105947	TEC	Gm43789	39.52
ENSMUSG00000105948	processed_pseudogene	Gm43089	47.16
ENSMUSG00000105949	processed_pseudogene	Gm6510	44.67
ENSMUSG00000105950	TEC	Gm43679	38.75
ENSMUSG00000105951	miRNA	Gm44491	41.67
ENSMUSG00000105952	lincRNA	Gm40153	41.48
ENSMUSG00000105953	TR_V_gene	Trav15d-2-dv6d-2	46.53
ENSMUSG00000105954	TEC	Gm42793	40.42
ENSMUSG00000105955	IG_V_pseudogene	Igkv12-40	45.11
ENSMUSG00000105956	TR_V_pseudogene	Trav5n-2	39.27
ENSMUSG00000105957	lincRNA	Gm43254	40.87
ENSMUSG00000105958	TEC	Gm43319	35.68
ENSMUSG00000105959	sense_overlapping	D530037P16Rik	40.6
ENSMUSG00000105960	antisense	6330410L21Rik	41.03
ENSMUSG00000105961	lincRNA	Gm40123	43.15
ENSMUSG00000105962	TEC	Gm42432	38.28
ENSMUSG00000105963	antisense	Gm43647	41.84
ENSMUSG00000105964	miRNA	Mir219c	58.33
ENSMUSG00000105965	processed_pseudogene	Cycs-ps2	44.52
ENSMUSG00000105966	lincRNA	Gm43242	44.09
ENSMUSG00000105967	miRNA	Gm47298	60.66
ENSMUSG00000105968	IG_V_pseudogene	Igkv13-71-1	37.41
ENSMUSG00000105969	transcribed_processed_pseudogene	Gm42525	47.43
ENSMUSG00000105970	TEC	Gm43360	40.15
ENSMUSG00000105971	TEC	Gm43805	45.39
ENSMUSG00000105972	miRNA	Mir1843a	46.15
ENSMUSG00000105973	TEC	Gm42881	48.65
ENSMUSG00000105974	TEC	Gm43318	39.35
ENSMUSG00000105975	antisense	Gm42609	42.8
ENSMUSG00000105976	TEC	Gm42782	44.44
ENSMUSG00000105977	processed_pseudogene	Gm43555	50.32
ENSMUSG00000105978	lincRNA	Gm43492	35.55
ENSMUSG00000105979	TEC	Gm43411	44.78
ENSMUSG00000105980	TEC	Gm42597	35.75
ENSMUSG00000105981	TEC	2810428J06Rik	36.61
ENSMUSG00000105982	miRNA	Mir6896	46.58
ENSMUSG00000105983	TEC	Gm42770	35.33
ENSMUSG00000105984	miRNA	Gm44372	56.2
ENSMUSG00000105985	TEC	Gm42993	39.21
ENSMUSG00000105986	sense_intronic	Gm43065	40.39
ENSMUSG00000105987	processed_transcript	AI506816	50.05
ENSMUSG00000105988	miRNA	Gm44479	51.72
ENSMUSG00000105989	IG_V_pseudogene	Igkv13-73-1	39.5
ENSMUSG00000105990	TEC	Gm43307	40.78
ENSMUSG00000105991	lincRNA	1700042D02Rik	41.15
ENSMUSG00000105992	TEC	Gm43651	36.67
ENSMUSG00000105993	protein_coding	Tex13c2	52.07
ENSMUSG00000105994	processed_pseudogene	Gm43427	51.96
ENSMUSG00000105995	processed_pseudogene	Gm43554	52.69
ENSMUSG00000105996	TEC	Gm43219	38.36
ENSMUSG00000105997	miRNA	Gm44333	66.36
ENSMUSG00000105998	miRNA	Gm44324	47.41
ENSMUSG00000105999	processed_pseudogene	Gm2213	61.63
ENSMUSG00000106000	lincRNA	Gm16508	43.95
ENSMUSG00000106001	TEC	Gm42826	43.35
ENSMUSG00000106002	lincRNA	5430434I15Rik	40.35
ENSMUSG00000106003	unprocessed_pseudogene	Gm42465	35.47
ENSMUSG00000106004	antisense	Gm43391	41.94
ENSMUSG00000106005	antisense	Gm29151	44.29
ENSMUSG00000106006	processed_pseudogene	Gm17951	47.98
ENSMUSG00000106007	snoRNA	Gm23128	43.61
ENSMUSG00000106008	lincRNA	Gm42920	41.14
ENSMUSG00000106009	processed_pseudogene	Gm9379	46.59
ENSMUSG00000106010	TEC	Gm42616	39.44
ENSMUSG00000106011	processed_pseudogene	Gm43833	48.12
ENSMUSG00000106012	processed_pseudogene	Gm43744	51.02
ENSMUSG00000106013	lincRNA	4933402J10Rik	35.72
ENSMUSG00000106014	miRNA	Gm47315	62.07
ENSMUSG00000106015	lincRNA	Gm42980	49.71
ENSMUSG00000106016	IG_V_pseudogene	Igkv4-56	42.83
ENSMUSG00000106017	miRNA	Gm44322	39.13
ENSMUSG00000106018	TEC	Gm43527	41.35
ENSMUSG00000106019	lincRNA	Gm43672	51.13
ENSMUSG00000106020	lincRNA	4930573C15Rik	49.94
ENSMUSG00000106021	miRNA	Gm44316	45.36
ENSMUSG00000106022	TEC	Gm42929	43.93
ENSMUSG00000106023	lincRNA	Gm36831	40.54
ENSMUSG00000106024	TEC	A530083M17Rik	39.93
ENSMUSG00000106025	TEC	Gm42940	40.94
ENSMUSG00000106026	lincRNA	Gm43131	36.1
ENSMUSG00000106027	miRNA	Mir669a-7	35.63
ENSMUSG00000106028	unprocessed_pseudogene	Gm8493	61.32
ENSMUSG00000106029	transcribed_processed_pseudogene	Gm4410	45.92
ENSMUSG00000106030	TEC	Gm43611	47.08
ENSMUSG00000106031	processed_pseudogene	Gm8848	44.75
ENSMUSG00000106032	sense_intronic	Gm42463	39.54
ENSMUSG00000106033	processed_pseudogene	Gm43381	40.61
ENSMUSG00000106034	lincRNA	1700108N06Rik	36.18
ENSMUSG00000106035	TEC	Gm43545	49.01
ENSMUSG00000106036	lincRNA	Gm43608	41.94
ENSMUSG00000106037	processed_pseudogene	Gm4332	49.42
ENSMUSG00000106038	transcribed_processed_pseudogene	Gm4962	47.87
ENSMUSG00000106039	IG_C_gene	Iglc4	51.91
ENSMUSG00000106040	unprocessed_pseudogene	Cyp3a63-ps	39.16
ENSMUSG00000106041	unprocessed_pseudogene	Olfr241-ps1	36.33
ENSMUSG00000106042	processed_pseudogene	Gm42861	46.69
ENSMUSG00000106043	TEC	Gm42968	33.24
ENSMUSG00000106044	TEC	Gm42860	44.27
ENSMUSG00000106045	TEC	Gm42996	41.5
ENSMUSG00000106046	miRNA	Gm44462	46.51
ENSMUSG00000106047	TEC	Gm42942	36.75
ENSMUSG00000106048	TEC	Gm42444	37.85
ENSMUSG00000106049	TEC	Gm43019	40.94
ENSMUSG00000106050	processed_pseudogene	Ass-ps1	49.79
ENSMUSG00000106051	processed_pseudogene	Gm43160	48.22
ENSMUSG00000106052	lincRNA	Gm43614	39.95
ENSMUSG00000106053	lincRNA	Gm20752	38.59
ENSMUSG00000106054	processed_transcript	Gm43623	39.5
ENSMUSG00000106056	lincRNA	4930500L23Rik	47.38
ENSMUSG00000106057	sense_intronic	Gm43560	48.25
ENSMUSG00000106058	processed_pseudogene	Gm43013	48.99
ENSMUSG00000106059	processed_pseudogene	Gm9364	49.57
ENSMUSG00000106060	lincRNA	Gm42488	47.02
ENSMUSG00000106061	sense_intronic	Gm43773	40.89
ENSMUSG00000106062	TEC	Gm43820	42.74
ENSMUSG00000106063	sense_intronic	C030032O16Rik	33.24
ENSMUSG00000106064	lincRNA	Gm40263	39.53
ENSMUSG00000106065	unprocessed_pseudogene	Gm42621	33.62
ENSMUSG00000106066	IG_V_pseudogene	Igkv2-105	39.62
ENSMUSG00000106067	processed_pseudogene	Gm7902	52.69
ENSMUSG00000106068	processed_pseudogene	Gm9497	46.28
ENSMUSG00000106069	lincRNA	Gm6135	34.87
ENSMUSG00000106070	lincRNA	Gm43135	43.68
ENSMUSG00000106071	TEC	Gm43826	34
ENSMUSG00000106072	processed_pseudogene	Gm42663	50.14
ENSMUSG00000106073	TEC	Gm42892	42.26
ENSMUSG00000106074	miRNA	Mir3969	36.96
ENSMUSG00000106075	processed_pseudogene	Gm42804	52.25
ENSMUSG00000106076	processed_pseudogene	Gm43840	54.13
ENSMUSG00000106077	processed_pseudogene	Gm5660	46.21
ENSMUSG00000106078	TEC	Gm43697	50.1
ENSMUSG00000106079	processed_pseudogene	Gm43033	49.88
ENSMUSG00000106080	processed_pseudogene	Gm8836	44.81
ENSMUSG00000106081	miRNA	Gm47280	64.54
ENSMUSG00000106082	antisense	4930404A12Rik	48.01
ENSMUSG00000106083	unprocessed_pseudogene	Gm42452	40.85
ENSMUSG00000106084	processed_pseudogene	Gm18163	41.39
ENSMUSG00000106085	unprocessed_pseudogene	Gm43675	40.14
ENSMUSG00000106086	antisense	Lef1os1	57.42
ENSMUSG00000106087	TEC	Gm43609	40.19
ENSMUSG00000106088	miRNA	Gm44342	53.49
ENSMUSG00000106089	processed_pseudogene	Gm9419	46.03
ENSMUSG00000106090	processed_pseudogene	Gm43704	47.58
ENSMUSG00000106091	miRNA	Gm44370	29.46
ENSMUSG00000106092	TEC	Gm43072	44.17
ENSMUSG00000106093	antisense	Gm42722	39.83
ENSMUSG00000106094	processed_pseudogene	Gm18916	47.83
ENSMUSG00000106095	lincRNA	2010110G14Rik	44.96
ENSMUSG00000106096	processed_pseudogene	B230207O21Rik	43.61
ENSMUSG00000106097	TEC	Gm42625	34.82
ENSMUSG00000106098	IG_V_pseudogene	Igkv14-118-2	41.52
ENSMUSG00000106099	sense_intronic	Gm42664	36.28
ENSMUSG00000106100	processed_pseudogene	Gm9314	44.44
ENSMUSG00000106101	processed_pseudogene	Gm43438	50.92
ENSMUSG00000106102	processed_pseudogene	Gm43493	41.09
ENSMUSG00000106103	TEC	Gm43081	43.48
ENSMUSG00000106104	TEC	Gm42660	41.18
ENSMUSG00000106105	processed_pseudogene	Gm4525	50.79
ENSMUSG00000106106	rRNA	CT010467.1	55.38
ENSMUSG00000106107	sense_intronic	Gm43190	43
ENSMUSG00000106108	antisense	Gm43221	42.11
ENSMUSG00000106109	lincRNA	Gm42704	38.58
ENSMUSG00000106110	TEC	Gm43571	45.97
ENSMUSG00000106111	unprocessed_pseudogene	Gm5717	37.18
ENSMUSG00000106112	antisense	Gm43434	40.84
ENSMUSG00000106113	processed_pseudogene	Gm43779	45.48
ENSMUSG00000106114	processed_pseudogene	Gm43286	48.82
ENSMUSG00000106115	TEC	Gm43420	46.58
ENSMUSG00000106116	processed_pseudogene	Gm18830	45.92
ENSMUSG00000106117	processed_pseudogene	Gm5284	41.75
ENSMUSG00000106118	processed_pseudogene	Gm18038	49.69
ENSMUSG00000106119	processed_pseudogene	Gm43656	53.23
ENSMUSG00000106120	antisense	Gm42697	43.73
ENSMUSG00000106121	sense_intronic	Gm42679	43.36
ENSMUSG00000106122	lincRNA	Gm42610	42.46
ENSMUSG00000106123	TEC	Gm42638	48.05
ENSMUSG00000106124	IG_V_pseudogene	Gm42539	37.12
ENSMUSG00000106125	lincRNA	4930512P04Rik	43.63
ENSMUSG00000106126	TEC	Gm43781	37.56
ENSMUSG00000106127	antisense	4930520M14Rik	48.42
ENSMUSG00000106128	TEC	Gm43520	59.15
ENSMUSG00000106129	unprocessed_pseudogene	Gm19210	44.54
ENSMUSG00000106130	miRNA	Gm44361	62.77
ENSMUSG00000106131	processed_pseudogene	Gm36382	45.47
ENSMUSG00000106132	unprocessed_pseudogene	Gm43370	33.73
ENSMUSG00000106133	processed_pseudogene	Gm3724	50.14
ENSMUSG00000106134	antisense	Gm42493	43.14
ENSMUSG00000106135	processed_pseudogene	Gm6543	47.52
ENSMUSG00000106136	lincRNA	4933408A14Rik	45.26
ENSMUSG00000106137	antisense	Gm42538	48.62
ENSMUSG00000106138	miRNA	Gm44392	28.7
ENSMUSG00000106139	lincRNA	Gm30648	39.53
ENSMUSG00000106140	lincRNA	Gm42208	39.2
ENSMUSG00000106141	processed_pseudogene	Gm18330	40.04
ENSMUSG00000106142	processed_pseudogene	Gm17937	41.91
ENSMUSG00000106143	antisense	Gm43735	40.27
ENSMUSG00000106144	lincRNA	Gm43972	38.99
ENSMUSG00000106145	miRNA	Mir7073	40.62
ENSMUSG00000106146	TEC	Gm43045	40.62
ENSMUSG00000106147	snoRNA	Rnu3a	46.48
ENSMUSG00000106148	lincRNA	Gm32877	36.3
ENSMUSG00000106149	TEC	Gm43430	45.7
ENSMUSG00000106150	TEC	4921527H02Rik	34.19
ENSMUSG00000106151	miRNA	Gm44351	50.53
ENSMUSG00000106152	miRNA	Gm44413	29.81
ENSMUSG00000106153	TEC	Gm43677	51.64
ENSMUSG00000106154	miRNA	Mir7232	43.24
ENSMUSG00000106155	antisense	Gm43495	50.44
ENSMUSG00000106156	processed_pseudogene	Gm21040	49.91
ENSMUSG00000106157	lincRNA	4930555A03Rik	43.8
ENSMUSG00000106158	TEC	Gm43216	32.26
ENSMUSG00000106159	processed_pseudogene	Gm31211	40.71
ENSMUSG00000106160	TEC	Gm43610	58.9
ENSMUSG00000106161	processed_pseudogene	Pvrig-ps	50.98
ENSMUSG00000106162	lincRNA	Gm43613	40.73
ENSMUSG00000106163	snoRNA	Gm26047	62.61
ENSMUSG00000106164	lincRNA	9430085M18Rik	48.48
ENSMUSG00000106165	processed_pseudogene	Gm3922	52.18
ENSMUSG00000106166	TEC	Gm43484	34.48
ENSMUSG00000106168	lincRNA	Gm43538	44.28
ENSMUSG00000106169	miRNA	Mir6948	53.23
ENSMUSG00000106170	processed_pseudogene	Gm43393	48.97
ENSMUSG00000106172	processed_pseudogene	Gm17979	46.38
ENSMUSG00000106173	sense_intronic	Gm42764	49.86
ENSMUSG00000106174	unprocessed_pseudogene	Gm43235	41.16
ENSMUSG00000106175	miRNA	Gm44313	65.22
ENSMUSG00000106176	processed_pseudogene	Gm43730	48.39
ENSMUSG00000106177	processed_pseudogene	Gm43491	41.2
ENSMUSG00000106178	TEC	Gm42987	46.64
ENSMUSG00000106179	miRNA	Gm47300	48.76
ENSMUSG00000106180	processed_pseudogene	Gm18893	53.13
ENSMUSG00000106181	processed_pseudogene	Gm9523	44.69
ENSMUSG00000106182	processed_pseudogene	Gm7442	48.3
ENSMUSG00000106183	miRNA	Mir101c	49.33
ENSMUSG00000106184	sense_intronic	Gm43463	43.48
ENSMUSG00000106185	unprocessed_pseudogene	Gm7631	37.4
ENSMUSG00000106186	TEC	Gm43627	43.41
ENSMUSG00000106187	IG_V_pseudogene	Igkv15-101-1	39.92
ENSMUSG00000106188	processed_pseudogene	Gm9710	46.29
ENSMUSG00000106189	processed_pseudogene	Gm42933	41.57
ENSMUSG00000106190	processed_pseudogene	Gm20768	40.98
ENSMUSG00000106191	TEC	4930557B06Rik	55.64
ENSMUSG00000106192	processed_pseudogene	Gm42818	41.24
ENSMUSG00000106193	miRNA	Mir7090	51.61
ENSMUSG00000106194	antisense	Gm43569	36.83
ENSMUSG00000106195	miRNA	Gm44340	47.67
ENSMUSG00000106196	miRNA	Gm44461	31.33
ENSMUSG00000106197	sense_intronic	Gm42717	40.92
ENSMUSG00000106198	lincRNA	Gm42504	47.6
ENSMUSG00000106199	miRNA	Mir3967	47.06
ENSMUSG00000106200	miRNA	Gm44341	63.77
ENSMUSG00000106201	processed_pseudogene	Gm7815	57.69
ENSMUSG00000106202	sense_intronic	Gm43727	42.95
ENSMUSG00000106203	miRNA	Gm44484	66.67
ENSMUSG00000106204	processed_pseudogene	Gm21009	57.28
ENSMUSG00000106205	TEC	C230096K16Rik	46.69
ENSMUSG00000106206	TEC	Gm43094	57.65
ENSMUSG00000106207	processed_pseudogene	Gm19184	49.25
ENSMUSG00000106208	processed_pseudogene	Gm4734	47.62
ENSMUSG00000106209	antisense	Gm42918	52.97
ENSMUSG00000106210	lincRNA	1700001N15Rik	37.57
ENSMUSG00000106211	TEC	Gm42842	40.18
ENSMUSG00000106212	sense_intronic	Gm43112	43.05
